teamName,season,sport,headCoach,date,opponent,result,attendance
UAB Blazers,2019-20,Women's Soccer,Erica Demers,09/15/2019, Ga. Southern,W 1-0 ,215
UAB Blazers,2019-20,Women's Soccer,Erica Demers,09/22/2019, Louisiana Tech,W 2-1 ,0
UAB Blazers,2019-20,Women's Soccer,Erica Demers,09/29/2019, Fla. Atlantic,L 1-2 ,384
UAB Blazers,2019-20,Women's Soccer,Erica Demers,10/03/2019, UTEP,T 0-0 (2 OT),209
UAB Blazers,2019-20,Women's Soccer,Erica Demers,10/06/2019, Rice,L 0-1 ,248
UAB Blazers,2019-20,Women's Soccer,Erica Demers,10/11/2019, Louisiana Tech,W 2-1 ,0
UAB Blazers,2019-20,Women's Soccer,Erica Demers,10/13/2019, North Texas,W 1-0 ,201
UAB Blazers,2019-20,Women's Soccer,Erica Demers,10/17/2019, Charlotte,L 1-2 ,176
UAB Blazers,2019-20,Women's Soccer,Erica Demers,10/20/2019, Old Dominion,T 2-2 (2 OT),206
UAB Blazers,2019-20,Women's Soccer,Erica Demers,10/25/2019, Western Ky.,L 0-1 ,0
UAB Blazers,2019-20,Women's Soccer,Erica Demers,10/27/2019, Southern Miss.,T 0-0 (2 OT),314
UAB Blazers,2019-20,Women's Soccer,Erica Demers,11/01/2019, Middle Tenn.,L 2-4 ,319
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,08/23/2019, Sacramento St.,W 3-1 ,466
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,08/29/2019, Pacific,W 3-0 ,0
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,09/01/2019, Green Bay,L 0-1 ,443
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,09/06/2019, Portland St.,W 2-0 ,146
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,09/08/2019, Oregon St.,L 0-3 ,415
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,09/13/2019, Toledo,W 3-1 ,516
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,09/18/2019, Tennessee,L 0-1 ,670
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,09/21/2019, Nevada,W 1-0 ,283
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,09/27/2019, Saint Mary's (CA),L 0-1 ,210
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,09/29/2019, San Francisco,L 2-3 ,528
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,10/03/2019, Cal St. Fullerton,L 0-4 ,423
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,10/06/2019, UC Irvine,L 1-2 ,451
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,10/10/2019, UC Santa Barbara,L 1-2 ,514
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,10/13/2019, Cal Poly,L 0-1 ,931
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,10/18/2019, Long Beach St.,W 2-1 ,855
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,10/20/2019, UC Riverside,L 0-2 ,283
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,10/27/2019, CSUN,W 2-1 ,529
UC Davis Aggies,2019-20,Women's Soccer,Tracy Hamm,10/31/2019, Hawaii,L 2-3 ,168
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,08/23/2019, Virginia,L 0-7 ,"1,155"
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,08/25/2019, Iowa St.,L 0-1 ,344
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,08/30/2019, Vanderbilt,L 0-1 ,519
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,09/01/2019, Northern Colo.,W 2-0 ,336
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,09/06/2019, Arizona St.,L 1-3 ,0
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,09/08/2019, Arizona,L 0-4 ,615
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,09/13/2019, California,L 0-1 ,409
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,09/15/2019, Texas Tech,L 2-4 ,0
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,09/22/2019, UCF,L 0-1 (1 OT),327
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,09/28/2019, BYU,L 2-4 ,"3,490"
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,10/03/2019, UC Riverside,W 1-0 (2 OT),416
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,10/06/2019, UC Davis,W 2-1 ,451
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,10/10/2019, Hawaii,L 0-3 ,785
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,10/18/2019, Cal St. Fullerton,T 0-0 (2 OT),538
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,10/24/2019, CSUN,L 0-1 (1 OT),401
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,10/27/2019, Long Beach St.,W 2-1 ,658
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,11/01/2019, Cal Poly,L 2-3 (1 OT),910
UC Irvine Anteaters,2019-20,Women's Soccer,Scott Juniper,11/03/2019, UC Santa Barbara,T 2-2 (2 OT),275
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,08/22/2019, Pepperdine,L 0-3 ,0
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,08/25/2019, California Baptist,L 1-3 ,506
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,08/29/2019, CSU Bakersfield,L 1-2 (2 OT),0
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,09/05/2019, San Francisco,L 0-5 ,0
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,09/08/2019, Houston,W 1-0 ,111
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,09/13/2019, Idaho,W 1-0 ,255
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,09/20/2019, California,L 0-2 ,0
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,09/22/2019, Fresno St.,L 0-1 ,615
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,09/26/2019, Denver,T 1-1 (2 OT),311
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,09/29/2019, Santa Clara,L 0-2 ,711
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,10/03/2019, UC Irvine,L 0-1 (2 OT),416
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,10/06/2019, CSUN,L 1-3 ,202
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,10/13/2019, Cal St. Fullerton,L 0-1 ,260
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,10/18/2019, Hawaii,L 0-2 ,405
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,10/20/2019, UC Davis,W 2-0 ,283
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,10/24/2019, Long Beach St.,L 0-2 ,592
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,11/01/2019, UC Santa Barbara,L 2-3 ,300
UC Riverside Highlanders,2019-20,Women's Soccer,Nat Gonzalez,11/03/2019, Cal Poly,L 0-3 ,856
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,08/22/2019, Minnesota,T 2-2 (2 OT),250
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,08/25/2019, San Jose St.,T 0-0 (2 OT),258
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,08/30/2019, California,L 0-2 ,250
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,09/06/2019, Montana,,
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,09/08/2019, Idaho,W 3-0 ,168
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,09/13/2019, Grand Canyon,T 1-1 (2 OT),"1,000"
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,09/15/2019, Stanford,L 0-1 ,512
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,09/20/2019, Fresno St.,W 3-0 ,250
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,09/22/2019, LMU (CA),W 4-2 ,371
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,09/26/2019, Santa Clara,L 0-2 ,623
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,09/29/2019, CSU Bakersfield,W 3-0 ,0
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,10/06/2019, Long Beach St.,W 1-0 ,231
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,10/10/2019, UC Davis,W 2-1 ,514
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,10/17/2019, CSUN,L 0-1 ,414
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,10/20/2019, Cal Poly,T 2-2 (2 OT),319
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,10/24/2019, Cal St. Fullerton,T 1-1 (2 OT),688
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,10/27/2019, Hawaii,W 4-1 ,784
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,11/01/2019, UC Riverside,W 3-2 ,300
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,11/03/2019, UC Irvine,T 2-2 (2 OT),275
UC Santa Barbara Gauchos,2019-20,Women's Soccer,Paul Stumpf,11/07/2019,#2 CSUN,L 0-1 (1 OT),0
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,08/22/2019, Wisconsin,L 0-1 ,203
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,08/28/2019, Ohio St.,T 1-1 (2 OT),511
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,09/01/2019, George Mason,T 2-2 (2 OT),353
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,09/08/2019, Florida,W 2-0 ,821
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,09/12/2019, Arizona St.,W 4-1 ,626
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,09/15/2019, Stetson,W 5-0 ,394
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,09/19/2019, Long Beach St.,W 2-1 ,692
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,09/22/2019, UC Irvine,W 1-0 (1 OT),327
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,09/26/2019, Memphis,L 0-1 ,319
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,09/29/2019, Tulsa,W 3-0 ,392
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,10/03/2019, SMU,W 2-1 ,645
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,10/06/2019, Houston,W 3-0 ,0
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,10/17/2019, Temple,T 0-0 (2 OT),348
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,10/20/2019, UConn,T 0-0 (2 OT),361
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,10/24/2019, East Carolina,W 1-0 ,471
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,10/27/2019, Cincinnati,L 0-1 ,383
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,10/31/2019, South Fla.,W 1-0 ,346
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,11/03/2019,#6 Houston,W 5-0 ,218
UCF Knights,2019-20,Women's Soccer,Tiffany Roberts Sahaydak,11/08/2019,#2 South Fla.,L 1-2 ,0
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,08/23/2019, Iowa St.,W 3-0 ,621
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,08/25/2019, Long Beach St.,W 1-0 ,"2,303"
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,08/29/2019, Florida St.,W 2-1 ,"3,529"
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,09/01/2019, Florida,W 2-0 ,"1,172"
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,09/05/2019, Santa Clara,L 0-2 ,800
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,09/14/2019, Wisconsin,W 1-0 ,613
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,09/19/2019, Pepperdine,T 2-2 (2 OT),743
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,09/22/2019, Hawaii,W 4-0 ,"1,805"
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,09/27/2019, California,L 1-2 ,"2,253"
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,10/03/2019, Arizona,L 0-3 ,"1,005"
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,10/06/2019, Arizona St.,W 4-1 ,535
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,10/10/2019, Colorado,W 3-0 ,"1,742"
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,10/13/2019, Utah,W 2-0 ,"1,653"
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,10/19/2019, Stanford,L 0-1 ,"2,376"
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,10/24/2019, Washington,W 1-0 ,952
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,10/27/2019, Washington St.,W 2-1 ,"1,580"
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,10/31/2019, Oregon St.,W 4-0 ,273
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,11/03/2019, Oregon,W 1-0 ,415
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,11/08/2019, Southern California,W 4-2 ,"2,366"
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,11/15/2019, Lamar University,W 4-1 ,755
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,11/22/2019, Clemson,W 5-0 ,"1,332"
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,11/24/2019, Wisconsin,W 2-0 ,"1,187"
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,11/29/2019, Florida St.,W 4-0 ,"2,079"
UCLA Bruins,2019-20,Women's Soccer,Amanda Cromwell,12/06/2019, Stanford,L 1-4 ,"7,699"
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,08/22/2019, Providence,L 1-2 ,372
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,08/25/2019, Fairfield,W 3-0 ,328
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,08/29/2019, Central Conn. St.,T 1-1 (2 OT),"1,233"
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,09/01/2019, Colgate,W 2-1 ,413
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,09/05/2019, Brown,L 0-2 ,249
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,09/08/2019, Boston U.,W 3-1 ,328
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,09/15/2019, Harvard,L 1-3 ,567
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,09/21/2019, UMass Lowell,W 2-1 (1 OT),0
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,09/26/2019, East Carolina,L 0-1 ,457
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,09/29/2019, Cincinnati,L 0-1 (1 OT),0
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,10/03/2019, Memphis,L 0-5 ,191
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,10/06/2019, Tulsa,L 0-2 ,84
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,10/10/2019, Houston,W 2-1 (1 OT),216
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,10/13/2019, SMU,W 1-0 ,"2,109"
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,10/17/2019, South Fla.,L 1-2 ,611
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,10/20/2019, UCF,T 0-0 (2 OT),361
UConn Huskies,2019-20,Women's Soccer,Margaret Rodriguez,10/31/2019, Temple,T 1-1 (2 OT),561
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,08/22/2019, Central Mich.,T 0-0 (2 OT),205
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,08/25/2019, Indiana,L 0-1 ,0
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,08/29/2019, Toledo,W 1-0 ,702
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,09/01/2019, South Dakota,W 1-0 (2 OT),0
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,09/05/2019, Western Ill.,L 1-2 ,82
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,09/12/2019, Sam Houston St.,W 1-0 ,237
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,09/15/2019, Utah St.,L 0-1 ,189
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,09/20/2019, Wright St.,W 2-0 ,276
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,09/23/2019, Valparaiso,W 3-0 ,272
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,09/28/2019, Northern Ky.,W 1-0 ,256
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,10/02/2019, IUPUI,L 1-2 ,328
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,10/05/2019, Milwaukee,L 0-3 ,195
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,10/12/2019, Detroit Mercy,W 1-0 ,117
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,10/19/2019, Youngstown St.,W 3-0 ,309
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,10/23/2019, Green Bay,W 4-1 ,269
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,10/26/2019, Cleveland St.,W 3-0 ,236
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,11/01/2019, Oakland,W 2-0 ,245
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,11/07/2019,#5 Northern Ky.,W 1-0 (2 OT),113
UIC Flames,2019-20,Women's Soccer,Tom Anagnost,11/09/2019,#1 Milwaukee,L 0-2 ,456
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,08/23/2019, Texas St.,L 0-1 ,717
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,08/30/2019, Houston,L 1-3 ,0
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,09/01/2019, Texas Southern,L 1-2 ,46
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,09/06/2019, Prairie View,W 3-0 ,0
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,09/08/2019, North Texas,L 0-3 ,0
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,09/13/2019, California Baptist,L 0-1 ,0
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,09/15/2019, CSU Bakersfield,L 0-2 ,141
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,09/20/2019, A&M-Corpus Christi,W 1-0 (1 OT),115
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,09/27/2019, Southeastern La.,W 1-0 ,205
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,09/29/2019, Nicholls St.,W 3-0 ,50
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,10/04/2019, Central Ark.,W 2-0 ,0
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,10/06/2019, Northwestern St.,L 1-2 (1 OT),0
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,10/11/2019, Houston Baptist,W 3-2 (1 OT),108
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,10/18/2019, McNeese,W 2-0 ,307
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,10/20/2019, Lamar University,L 2-3 ,247
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,10/25/2019, Sam Houston St.,W 3-2 (2 OT),110
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,10/27/2019, SFA,L 0-1 (2 OT),150
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,11/01/2019, Abilene Christian,L 2-3 ,155
UIW Cardinals,2019-20,Women's Soccer,Emma Wright-Cates,11/06/2019,#5 A&M-Corpus Christi,T 2-2 (3 OT),0
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,08/23/2019, Grambling,L 2-3 ,128
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,08/25/2019, Southeastern La.,T 1-1 (2 OT),151
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,08/30/2019, Louisiana Tech,L 1-5 ,250
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,09/01/2019, Southern Miss.,W 1-0 ,192
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,09/06/2019, Northwestern St.,W 1-0 ,112
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,09/13/2019, Central Ark.,L 0-4 ,327
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,09/18/2019, Southern U.,W 5-1 ,99
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,09/20/2019, Arkansas St.,L 1-3 ,92
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,09/22/2019, Alabama A&M,T 0-0 (2 OT),0
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,09/27/2019, South Alabama,L 0-3 ,422
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,09/29/2019, Troy,L 1-7 ,0
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,10/04/2019, Texas St.,L 0-5 ,77
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,10/11/2019, Little Rock,L 0-4 ,261
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,10/13/2019, Louisiana,L 0-2 ,0
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,10/18/2019, Appalachian St.,L 0-3 ,534
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,10/20/2019, Ga. Southern,L 1-2 ,218
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,10/25/2019, Georgia St.,L 0-2 ,0
ULM Warhawks,2019-20,Women's Soccer,Keyton Wheelock,10/27/2019, Coastal Carolina,L 0-1 ,0
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,08/22/2019, NJIT,T 0-0 (2 OT),300
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,08/25/2019, Saint Francis (PA),T 2-2 (2 OT),0
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,08/29/2019, Temple,L 1-3 ,547
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,09/01/2019, Mount St. Mary's,W 3-0 ,317
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,09/05/2019, Towson,L 0-1 ,306
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,09/13/2019, Lehigh,L 0-2 ,236
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,09/15/2019, Longwood,L 1-2 ,142
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,09/19/2019, George Washington,L 1-4 ,862
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,09/22/2019, New Hampshire,L 0-2 ,493
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,09/29/2019, Albany (NY),L 0-1 ,537
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,10/03/2019, Stony Brook,L 0-4 ,0
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,10/06/2019, UMass Lowell,L 1-4 ,113
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,10/09/2019, American,L 0-1 (2 OT),139
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,10/13/2019, Vermont,L 0-1 ,0
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,10/20/2019, Maine,W 2-1 ,252
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,10/27/2019, Hartford,L 1-2 (2 OT),428
UMBC Retrievers,2019-20,Women's Soccer,Vanessa Mann,10/31/2019, Binghamton,L 0-2 ,0
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,08/22/2019, Niagara,L 1-2 ,0
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,08/25/2019, Boston College,L 1-4 ,949
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,08/29/2019, Massachusetts,T 2-2 (2 OT),0
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,09/01/2019, Brown,L 0-4 ,700
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,09/05/2019, Providence,L 0-1 (2 OT),0
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,09/11/2019, Quinnipiac,W 2-1 (1 OT),147
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,09/18/2019, Harvard,L 1-4 ,202
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,09/21/2019, UConn,L 1-2 (1 OT),0
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,09/29/2019, Hartford,L 1-2 (1 OT),0
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,10/03/2019, Maine,W 2-1 ,256
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,10/06/2019, UMBC,W 4-1 ,113
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,10/13/2019, Stony Brook,W 2-1 ,253
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,10/17/2019, Vermont,T 0-0 (2 OT),0
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,10/20/2019, Albany (NY),L 1-2 (2 OT),0
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,10/27/2019, Binghamton,L 0-1 ,110
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,10/31/2019, New Hampshire,L 1-5 ,0
UMass Lowell River Hawks,2019-20,Women's Soccer,Mira Novak,11/03/2019,#3 Hartford,L 0-1 (2 OT),202
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,08/23/2019, American,L 0-2 ,262
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,08/25/2019, ETSU,W 1-0 (1 OT),312
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,09/01/2019, Appalachian St.,L 0-6 ,0
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,09/06/2019, East Carolina,L 0-5 ,0
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,09/08/2019, Elon,L 0-5 ,412
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,09/11/2019, Mars Hill,W 2-0 ,0
UNC Asheville Bulldogs,2019-20,Women's Soccer,Clifton Bush,09/15/2019, Davidson,L 0-2 ,205
