year,team,coach,sport,Jersey,Player,Yr,Pos,GP,GS,Games,Goals,Assists,Points,ShAtt,Fouls,Red Cards,Yellow Cards,GC,Goal App,GGS,Goalie Min. Plyd,GA,GAA,Saves,SV Pct,Shutouts,Combined Sho,G Wins,G Loss,DSaves,Corners,PK,PK Att,GWG
2019-20,VCU Rams,Lindsey Martin,Women's Soccer,8,"Hardy, Rachel",Sr,M,12,,,,,0.00,3,2,,,,,,,,,,,,,,,,,,,
2019-20,Vanderbilt Commodores,Darren Ambrose,Women's Soccer,2,"Cutshall, Peyto",So,M,10,,10,2,,4.00,20,13,,,,,,,,,,,,,,,,,,,1
2019-20,Vanderbilt Commodores,Darren Ambrose,Women's Soccer,2,"Cutshall, Peyto",So,M,10,,10,2,,4.00,20,13,,,,,,,,,,,,,,,,,,,1
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,10,"Cardozo, Ashley",Jr,,18,,,1,7.00,9.00,47,2,,1,,,,,,,,,,,,,,,,,1
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,10,"Cardozo, Ashley",Jr,,18,,,1,7.00,9.00,47,2,,1,,,,,,,,,,,,,,,,,1
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,5,"Moore, Madeline",So,M,15,,,,4.00,4.00,9,8,,1,,,,,,,,,,,,,,,,,
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,5,"Moore, Madeline",So,M,15,,,,4.00,4.00,9,8,,1,,,,,,,,,,,,,,,,,
2019-20,VMI ,Chris Haught-Thompson,Women's Soccer,22,"Kozlowski, Eri",So,M,10,,,,,0.00,1,1,,,,,,,0,,,,,,,,,,,,
2019-20,VMI ,Chris Haught-Thompson,Women's Soccer,22,"Kozlowski, Eri",So,M,10,,,,,0.00,1,1,,,,,,,0,,,,,,,,,,,,
2019-20,VCU Rams,Lindsey Martin,Women's Soccer,1,"Haakma, Brecht",So,GK,12,,,,,0.00,1,,,,,2,1,747:25,8,0.963,35,0.814,2,1,2,2,,,,,
2019-20,VCU Rams,Lindsey Martin,Women's Soccer,1,"Haakma, Brecht",So,GK,12,,,,,0.00,1,,,,,2,1,747:25,8,0.963,35,0.814,2,1,2,2,,,,,
2019-20,Vanderbilt Commodores,Darren Ambrose,Women's Soccer,5,"Konte, Myra",Jr,D,8,,8,,1.00,1.00,3,4,,,,,,,,,,,,,,,,,,,
2019-20,Vanderbilt Commodores,Darren Ambrose,Women's Soccer,5,"Konte, Myra",Jr,D,8,,8,,1.00,1.00,3,4,,,,,,,,,,,,,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,27,"Enos, Mealii",Sr,,18,,,1,,2.00,10,,,,,,,,,,,,,,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,27,"Enos, Mealii",Sr,,18,,,1,,2.00,10,,,,,,,,,,,,,,,,,,,,
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,9,"McCormick, Cassidy",Jr,D,14,,,3,2.00,8.00,12,8,,,,,,,,,,,,,,,,,1,1,1
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,9,"McCormick, Cassidy",Jr,D,14,,,3,2.00,8.00,12,8,,,,,,,,,,,,,,,,,1,1,1
2019-20,VMI ,Chris Haught-Thompson,Women's Soccer,21,"Brewer, Sierra",Sr,D,10,,,1,,2.00,19,3,,1,,,,,0,,,,,,,,,,,,
2019-20,VMI ,Chris Haught-Thompson,Women's Soccer,21,"Brewer, Sierra",Sr,D,10,,,1,,2.00,19,3,,1,,,,,0,,,,,,,,,,,,
2019-20,VCU Rams,Lindsey Martin,Women's Soccer,28,"Waring, Katie",Sr,M,12,,,,1.00,1.00,1,3,,,,,,,,,,,,,,,,,,,
2019-20,VCU Rams,Lindsey Martin,Women's Soccer,28,"Waring, Katie",Sr,M,12,,,,1.00,1.00,1,3,,,,,,,,,,,,,,,,,,,
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,5,"Willey, Karlee",Fr,F,17,,,,,0.00,3,3,,,,,,,0,,,,,,,,,,,,
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,5,"Willey, Karlee",Fr,F,17,,,,,0.00,3,3,,,,,,,0,,,,,,,,,,,,
2019-20,Vanderbilt Commodores,Darren Ambrose,Women's Soccer,12,"Eberts, Hanno",Sr,F,7,,7,1,,2.00,1,2,,,,,,,,,,,,,,,,,,,
2019-20,Vanderbilt Commodores,Darren Ambrose,Women's Soccer,12,"Eberts, Hanno",Sr,F,7,,7,1,,2.00,1,2,,,,,,,,,,,,,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,14,"Foraker, Jorda",So,,17,,,1,,2.00,5,4,,,,,,,,,,,,,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,14,"Foraker, Jorda",So,,17,,,1,,2.00,5,4,,,,,,,,,,,,,,,,,,,
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,7,"Hatch, Brianna",Sr,M,12,,,,,0.00,5,10,,2,,,,,0,,,,,,,,,,,,
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,7,"Hatch, Brianna",Sr,M,12,,,,,0.00,5,10,,2,,,,,0,,,,,,,,,,,,
2019-20,VMI ,Chris Haught-Thompson,Women's Soccer,26,"Dent, Abby",Fr,F,9,,,,,0.00,2,3,,,,,,,0,,,,,,,,,,,,
2019-20,VMI ,Chris Haught-Thompson,Women's Soccer,26,"Dent, Abby",Fr,F,9,,,,,0.00,2,3,,,,,,,0,,,,,,,,,,,,
2019-20,VCU Rams,Lindsey Martin,Women's Soccer,22,"Brophy, Sophie",Fr,M,11,,,,1.00,1.00,2,7,,,,,,,,,,,,,,,,,,,
2019-20,VCU Rams,Lindsey Martin,Women's Soccer,22,"Brophy, Sophie",Fr,M,11,,,,1.00,1.00,2,7,,,,,,,,,,,,,,,,,,,
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,13,"Sandoval, Deja",Fr,M,17,,,4,,8.00,8,5,,,,,,,0,,,,,,,,,,,,2
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,13,"Sandoval, Deja",Fr,M,17,,,4,,8.00,8,5,,,,,,,0,,,,,,,,,,,,2
2019-20,Vanderbilt Commodores,Darren Ambrose,Women's Soccer,26,"Morgan, Hannah",So,D,6,,6,,1.00,1.00,,2,,1,,,,,,,,,,,,,,,,,
2019-20,Vanderbilt Commodores,Darren Ambrose,Women's Soccer,26,"Morgan, Hannah",So,D,6,,6,,1.00,1.00,,2,,1,,,,,,,,,,,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,25,"Robinson, Alecia",Sr,,16,,,2,1.00,5.00,17,2,,,,,,,,,,,,,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,25,"Robinson, Alecia",Sr,,16,,,2,1.00,5.00,17,2,,,,,,,,,,,,,,,,,,,
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,4,"Anderson, Rachel",Fr,F,6,,,,,0.00,2,1,,,,,,,,,,,,,,,,,,,
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,4,"Anderson, Rachel",Fr,F,6,,,,,0.00,2,1,,,,,,,,,,,,,,,,,,,
2019-20,VMI ,Chris Haught-Thompson,Women's Soccer,8,"Nugent, Clare",Fr,M,8,,,,,0.00,2,,,,,,,,,,,,,,,,,,,,
2019-20,VMI ,Chris Haught-Thompson,Women's Soccer,8,"Nugent, Clare",Fr,M,8,,,,,0.00,2,,,,,,,,,,,,,,,,,,,,
2019-20,VCU Rams,Lindsey Martin,Women's Soccer,6,"Brouwer, Ingrid",Sr,M,10,,,,,0.00,14,8,,,,,,,,,,,,,,,,,,,
2019-20,VCU Rams,Lindsey Martin,Women's Soccer,6,"Brouwer, Ingrid",Sr,M,10,,,,,0.00,14,8,,,,,,,,,,,,,,,,,,,
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,2,"Kloza, Kendall",So,M,17,,,2,1.00,5.00,14,1,,2,,,,,0,,,,,,,,,,,,1
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,2,"Kloza, Kendall",So,M,17,,,2,1.00,5.00,14,1,,2,,,,,0,,,,,,,,,,,,1
2019-20,Vanderbilt Commodores,Darren Ambrose,Women's Soccer,16,"Eason, Kayla",Jr,D,4,,4,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,Vanderbilt Commodores,Darren Ambrose,Women's Soccer,16,"Eason, Kayla",Jr,D,4,,4,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,51,"Rhees, Kristi",Fr,,13,,,,,0.00,,2,,,,,,,,,,,,,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,51,"Rhees, Kristi",Fr,,13,,,,,0.00,,2,,,,,,,,,,,,,,,,,,,
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,25,"Montgomery, McKayla",So,F,4,,,1,1.00,3.00,4,,,,,,,,,,,,,,,,,,,,
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,25,"Montgomery, McKayla",So,F,4,,,1,1.00,3.00,4,,,,,,,,,,,,,,,,,,,,
2019-20,VMI ,Chris Haught-Thompson,Women's Soccer,0,"Swoope, Sidney",Jr,GK,6,,,,,0.00,,,,,,2,2,515:00,10,1.748,29,0.744,1,,,5,,,,,
2019-20,VMI ,Chris Haught-Thompson,Women's Soccer,0,"Swoope, Sidney",Jr,GK,6,,,,,0.00,,,,,,2,2,515:00,10,1.748,29,0.744,1,,,5,,,,,
2019-20,VCU Rams,Lindsey Martin,Women's Soccer,14,"Charen, Emily",So,F,8,,,1,,2.00,1,,,,,,,,,,,,,,,,,,,,
2019-20,VCU Rams,Lindsey Martin,Women's Soccer,14,"Charen, Emily",So,F,8,,,1,,2.00,1,,,,,,,,,,,,,,,,,,,,
2019-20,Utah Utes,Rich Manning,Women's Soccer,14,"Talbot, Courtney",Fr,,21,,,2,1.00,5.00,29,11,,,,,,,,,,,,,,,,,,,1
2019-20,Utah Utes,Rich Manning,Women's Soccer,14,"Talbot, Courtney",Fr,,21,,,2,1.00,5.00,29,11,,,,,,,,,,,,,,,,,,,1
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,4,"Bolton, Lexi",So,F,17,,,4,2.00,10.00,52,5,,,,,,,0,,,,,,,,,,,,
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,4,"Bolton, Lexi",So,F,17,,,4,2.00,10.00,52,5,,,,,,,0,,,,,,,,,,,,
2019-20,Vanderbilt Commodores,Darren Ambrose,Women's Soccer,33,"Fink, Ashty",Fr,F,4,,4,,1.00,1.00,3,,,,,,,,,,,,,,,,,,,,
2019-20,Vanderbilt Commodores,Darren Ambrose,Women's Soccer,33,"Fink, Ashty",Fr,F,4,,4,,1.00,1.00,3,,,,,,,,,,,,,,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,2,"Moser, Paige",Jr,,11,,,,,0.00,4,4,,,,,,,,,,,,,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,2,"Moser, Paige",Jr,,11,,,,,0.00,4,4,,,,,,,,,,,,,,,,,,,
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,20,"Dahl, Siri",Jr,M,4,,,,,0.00,2,2,,,,,,,,,,,,,,,,,,,
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,20,"Dahl, Siri",Jr,M,4,,,,,0.00,2,2,,,,,,,,,,,,,,,,,,,
2019-20,VMI ,Chris Haught-Thompson,Women's Soccer,13,"Cropper, Kiley",Jr,F,2,,,1,1.00,3.00,2,1,,,,,,,0,,,,,,,,,,,,
2019-20,VMI ,Chris Haught-Thompson,Women's Soccer,13,"Cropper, Kiley",Jr,F,2,,,1,1.00,3.00,2,1,,,,,,,0,,,,,,,,,,,,
2019-20,VCU Rams,Lindsey Martin,Women's Soccer,16,"Marcia, Lilli",Fr,M,4,,,,,0.00,1,2,,,,,,,,,,,,,,,,,,,
2019-20,VCU Rams,Lindsey Martin,Women's Soccer,16,"Marcia, Lilli",Fr,M,4,,,,,0.00,1,2,,,,,,,,,,,,,,,,,,,
2019-20,Utah Utes,Rich Manning,Women's Soccer,17,"Stodden, Hailey",So,,21,,,,4.00,4.00,23,5,,,,,,,,,,,,,,,,,,,
2019-20,Utah Utes,Rich Manning,Women's Soccer,17,"Stodden, Hailey",So,,21,,,,4.00,4.00,23,5,,,,,,,,,,,,,,,,,,,
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,10,"Kassal, Abby",Fr,F,17,,,2,2.00,6.00,33,4,,,,,,,0,,,,,,,,,,,,1
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,10,"Kassal, Abby",Fr,F,17,,,2,2.00,6.00,33,4,,,,,,,0,,,,,,,,,,,,1
2019-20,Vanderbilt Commodores,Darren Ambrose,Women's Soccer,18,"McDonald, Blair",So,D,1,,1,,,0.00,,,,,,,,,,,,,,,,,,,,,
2019-20,Vanderbilt Commodores,Darren Ambrose,Women's Soccer,18,"McDonald, Blair",So,D,1,,1,,,0.00,,,,,,,,,,,,,,,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,33,"Sundstrom, Christiane",Fr,,9,,,1,1.00,3.00,6,2,,,,,,,,,,,,,,,,,,,1
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,33,"Sundstrom, Christiane",Fr,,9,,,1,1.00,3.00,6,2,,,,,,,,,,,,,,,,,,,1
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,0,"Bacdad, Saydee",Fr,GK,4,,,,,0.00,,,,1,,1,1,251:58,6,2.143,16,0.727,1,,1,2,,,,,
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,0,"Bacdad, Saydee",Fr,GK,4,,,,,0.00,,,,1,,1,1,251:58,6,2.143,16,0.727,1,,1,2,,,,,
2019-20,VCU Rams,Lindsey Martin,Women's Soccer,36,"Guthrie, Ailee",So,M,2,,,,,0.00,1,,,,,,,,,,,,,,,,,,,,
2019-20,VCU Rams,Lindsey Martin,Women's Soccer,36,"Guthrie, Ailee",So,M,2,,,,,0.00,1,,,,,,,,,,,,,,,,,,,,
2019-20,Utah Utes,Rich Manning,Women's Soccer,11,"Rushlow, Alexis",Jr,,21,,,2,,4.00,14,8,,2,,,,,,,,,,,,,,,,,1
2019-20,Utah Utes,Rich Manning,Women's Soccer,11,"Rushlow, Alexis",Jr,,21,,,2,,4.00,14,8,,2,,,,,,,,,,,,,,,,,1
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,14,"Patterson, Ellis",Jr,F,17,,,6,6.00,18.00,25,1,,,,,,,0,,,,,,,,,,,,2
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,14,"Patterson, Ellis",Jr,F,17,,,6,6.00,18.00,25,1,,,,,,,0,,,,,,,,,,,,2
2019-20,Vanderbilt Commodores,Darren Ambrose,Women's Soccer,32,"Fuller, Sarah",Jr,GK,1,,1,,,0.00,,,,,,,,10:14,0,0.000,,,,1,,,,,,,
2019-20,Vanderbilt Commodores,Darren Ambrose,Women's Soccer,32,"Fuller, Sarah",Jr,GK,1,,1,,,0.00,,,,,,,,10:14,0,0.000,,,,1,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,5,"Unbedacht, Mega",Fr,M,6,,,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,5,"Unbedacht, Mega",Fr,M,6,,,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,19,"Graham, Abbigail",Fr,F,3,,,,,0.00,,,,,,,,,0,,,,,,,,,,,,
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,19,"Graham, Abbigail",Fr,F,3,,,,,0.00,,,,,,,,,0,,,,,,,,,,,,
2019-20,Utah Utes,Rich Manning,Women's Soccer,1,"Nelson, Carly",Sr,,21,,,,,0.00,,,,,,,,1985:50,28,1.269,106,0.791,10,,7,8,,,,,
2019-20,Utah Utes,Rich Manning,Women's Soccer,1,"Nelson, Carly",Sr,,21,,,,,0.00,,,,,,,,1985:50,28,1.269,106,0.791,10,,7,8,,,,,
2019-20,UTRGV Vaqueros,Glad Bugariu,Women's Soccer,6,"Torslov, Anna",Fr,M,20,,,3,2.00,8.00,23,11,,,,,,,0,,,,,,,,,,,,
2019-20,UTRGV Vaqueros,Glad Bugariu,Women's Soccer,6,"Torslov, Anna",Fr,M,20,,,3,2.00,8.00,23,11,,,,,,,0,,,,,,,,,,,,
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,37,"Hernandez, Isa",So,M,17,,,2,4.00,8.00,11,3,,1,,,,,0,,,,,,,,,,,,
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,37,"Hernandez, Isa",So,M,17,,,2,4.00,8.00,11,3,,1,,,,,0,,,,,,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,12,"Lorenzana, Maya",Fr,,5,,,1,,2.00,6,1,,1,,,,,,,,,,,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,12,"Lorenzana, Maya",Fr,,5,,,1,,2.00,6,1,,1,,,,,,,,,,,,,,,,,
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,15,"Humpherys, McKenzie",So,F,2,,,1,2.00,4.00,3,,,,,,,,0,,,,,,,,,,,,
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,15,"Humpherys, McKenzie",So,F,2,,,1,2.00,4.00,3,,,,,,,,0,,,,,,,,,,,,
2019-20,Utah Utes,Rich Manning,Women's Soccer,2,"Leachman, Tavia",Sr,,21,,,,,0.00,10,5,,,,,,,,,,,,,,,,,,,
2019-20,Utah Utes,Rich Manning,Women's Soccer,2,"Leachman, Tavia",Sr,,21,,,,,0.00,10,5,,,,,,,,,,,,,,,,,,,
2019-20,UTRGV Vaqueros,Glad Bugariu,Women's Soccer,8,"Seppala, Elina",So,M,20,,,,1.00,1.00,17,19,,,,,,,0,,,,,,,,,,,,
2019-20,UTRGV Vaqueros,Glad Bugariu,Women's Soccer,8,"Seppala, Elina",So,M,20,,,,1.00,1.00,17,19,,,,,,,0,,,,,,,,,,,,
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,12,"Hoover, Camrynne",Sr,D,17,,,,,0.00,10,3,,3,,,,,0,,,,,,,,,,,,
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,12,"Hoover, Camrynne",Sr,D,17,,,,,0.00,10,3,,3,,,,,0,,,,,,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,9,"Jones, Hallee",So,,2,,,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,9,"Jones, Hallee",So,,2,,,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,14,"Nelson, Brinley",Jr,M,2,,,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,Utah Valley Wolverines,Chris Lemay,Women's Soccer,14,"Nelson, Brinley",Jr,M,2,,,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,UTEP Miners,Kathryn  Balogun,Women's Soccer,30,"Valles, Ariana",N/A,,,,,,,0.00,,,,,,,,,0,,,,,,,,,,,,
2019-20,UTEP Miners,Kathryn  Balogun,Women's Soccer,30,"Valles, Ariana",N/A,,,,,,,0.00,,,,,,,,,0,,,,,,,,,,,,
2019-20,Utah Utes,Rich Manning,Women's Soccer,12,"Daugirda, Holly",Sr,,21,,,3,3.00,9.00,37,17,,1,,,,,,,,,,,,,,,,,2
2019-20,Utah Utes,Rich Manning,Women's Soccer,12,"Daugirda, Holly",Sr,,21,,,3,3.00,9.00,37,17,,1,,,,,,,,,,,,,,,,,2
2019-20,UTRGV Vaqueros,Glad Bugariu,Women's Soccer,15,"Chitman, Maya",Fr,M,19,,,1,1.00,3.00,19,21,,2,,,,,0,,,,,,,,,,,,1
2019-20,UTRGV Vaqueros,Glad Bugariu,Women's Soccer,15,"Chitman, Maya",Fr,M,19,,,1,1.00,3.00,19,21,,2,,,,,0,,,,,,,,,,,,1
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,22,"Bayhi, Sarah",Sr,D,17,,,,,0.00,5,3,,4,,,,,0,,,,,,,,,,,,
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,22,"Bayhi, Sarah",Sr,D,17,,,,,0.00,5,3,,4,,,,,0,,,,,,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,6,"Murdock, Sammie",So,,2,,,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,6,"Murdock, Sammie",So,,2,,,,,0.00,,1,,,,,,,,,,,,,,,,,,,
2019-20,UTEP Miners,Kathryn  Balogun,Women's Soccer,00,"Parrott, Emily",Fr,GK,20,,,,,0.00,,1,,,,13,12,1806:40,25,1.245,61,0.709,8,,9,7,,,,,
2019-20,UTEP Miners,Kathryn  Balogun,Women's Soccer,00,"Parrott, Emily",Fr,GK,20,,,,,0.00,,1,,,,13,12,1806:40,25,1.245,61,0.709,8,,9,7,,,,,
2019-20,Utah Utes,Rich Manning,Women's Soccer,21,"Dunn, Ireland",Sr,,21,,,5,1.00,11.00,36,9,,,,,,,,,,,,,,,,,,,3
2019-20,Utah Utes,Rich Manning,Women's Soccer,21,"Dunn, Ireland",Sr,,21,,,5,1.00,11.00,36,9,,,,,,,,,,,,,,,,,,,3
2019-20,UTRGV Vaqueros,Glad Bugariu,Women's Soccer,14,"Bonney, Sarah",Sr,F,19,,,4,2.00,10.00,37,9,,,,,,,0,,,,,,,,,,,,1
2019-20,UTRGV Vaqueros,Glad Bugariu,Women's Soccer,14,"Bonney, Sarah",Sr,F,19,,,4,2.00,10.00,37,9,,,,,,,0,,,,,,,,,,,,1
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,16,"Galan, Nicole",Sr,M,17,,,1,3.00,5.00,15,2,,1,,,,,0,,,,,,,,,,,,
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,16,"Galan, Nicole",Sr,M,17,,,1,3.00,5.00,15,2,,1,,,,,0,,,,,,,,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,00,"Noel, Rachel",So,,1,,,,,0.00,,,,,,,,90:00,1,1.000,2,0.667,,,,1,,,,,
2019-20,Utah St. Aggies,Heather Cairns,Women's Soccer,00,"Noel, Rachel",So,,1,,,,,0.00,,,,,,,,90:00,1,1.000,2,0.667,,,,1,,,,,
2019-20,UT Martin Skyhawks,Phil McNamara,Women's Soccer,16,"Almarsdottir, Isabel",Fr,M,19,,,1,,2.00,23,10,,,,,,,,,,,,,,,,,,,1
2019-20,UT Martin Skyhawks,Phil McNamara,Women's Soccer,16,"Almarsdottir, Isabel",Fr,M,19,,,1,,2.00,23,10,,,,,,,,,,,,,,,,,,,1
2019-20,UTEP Miners,Kathryn  Balogun,Women's Soccer,39,"Miller, Jackie",Fr,M,20,,,2,,4.00,10,4,,,,,,,0,,,,,,,,,,,,
2019-20,UTEP Miners,Kathryn  Balogun,Women's Soccer,39,"Miller, Jackie",Fr,M,20,,,2,,4.00,10,4,,,,,,,0,,,,,,,,,,,,
2019-20,Utah Utes,Rich Manning,Women's Soccer,9,"Gwerder, Aleea",Sr,,21,,,1,1.00,3.00,12,13,,,,,,,0,,,,,,,,,,1,1,
2019-20,Utah Utes,Rich Manning,Women's Soccer,9,"Gwerder, Aleea",Sr,,21,,,1,1.00,3.00,12,13,,,,,,,0,,,,,,,,,,1,1,
2019-20,UTRGV Vaqueros,Glad Bugariu,Women's Soccer,9,"Ansah, Diana",Sr,M,19,,,1,,2.00,30,13,,3,,,,,0,,,,,,,,,,,,1
2019-20,UTRGV Vaqueros,Glad Bugariu,Women's Soccer,9,"Ansah, Diana",Sr,M,19,,,1,,2.00,30,13,,3,,,,,0,,,,,,,,,,,,1
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,7,"Lochte, Katiea",Sr,M,16,,,1,,2.00,7,3,,,,,,,0,,,,,,,,,,,,1
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,7,"Lochte, Katiea",Sr,M,16,,,1,,2.00,7,3,,,,,,,0,,,,,,,,,,,,1
2019-20,UT Martin Skyhawks,Phil McNamara,Women's Soccer,13,"Hunt, Catey",Fr,M,19,,,2,1.00,5.00,12,20,,2,,,,,0,,,,,,,,,,2,2,
2019-20,UT Martin Skyhawks,Phil McNamara,Women's Soccer,13,"Hunt, Catey",Fr,M,19,,,2,1.00,5.00,12,20,,2,,,,,0,,,,,,,,,,2,2,
2019-20,UTEP Miners,Kathryn  Balogun,Women's Soccer,28,"Kidd, Emerso",Fr,M,20,,,,2.00,2.00,8,7,,3,,,,,0,,,,,,,,,,,,
2019-20,UTEP Miners,Kathryn  Balogun,Women's Soccer,28,"Kidd, Emerso",Fr,M,20,,,,2.00,2.00,8,7,,3,,,,,0,,,,,,,,,,,,
2019-20,Utah Utes,Rich Manning,Women's Soccer,13,"Geis, Kylee",Fr,,20,,,,,0.00,5,9,,,,,,,,,,,,,,,,,,,
2019-20,Utah Utes,Rich Manning,Women's Soccer,13,"Geis, Kylee",Fr,,20,,,,,0.00,5,9,,,,,,,,,,,,,,,,,,,
2019-20,UTRGV Vaqueros,Glad Bugariu,Women's Soccer,22,"Kalmbach, Lea",Sr,M,19,,,,,0.00,2,3,,,,,,,0,,,,,,,,,,,,
2019-20,UTRGV Vaqueros,Glad Bugariu,Women's Soccer,22,"Kalmbach, Lea",Sr,M,19,,,,,0.00,2,3,,,,,,,0,,,,,,,,,,,,
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,23,"Granville, Alex",Fr,M,16,,,,1.00,1.00,9,1,,,,,,,0,,,,,,,,,,,,
2019-20,UTSA Roadrunners,Derek Pittman,Women's Soccer,23,"Granville, Alex",Fr,M,16,,,,1.00,1.00,9,1,,,,,,,0,,,,,,,,,,,,
2019-20,UT Martin Skyhawks,Phil McNamara,Women's Soccer,7,"Berggren, Eli",Fr,D,19,,,,2.00,2.00,7,11,,1,,,,,,,,,,,,,,,,,
2019-20,UT Martin Skyhawks,Phil McNamara,Women's Soccer,7,"Berggren, Eli",Fr,D,19,,,,2.00,2.00,7,11,,1,,,,,,,,,,,,,,,,,
2019-20,UTEP Miners,Kathryn  Balogun,Women's Soccer,66,"Carlin, Tessa",Fr,F,20,,,5,7.00,17.00,33,14,,1,,,,,0,,,,,,,,,,,,2
2019-20,UTEP Miners,Kathryn  Balogun,Women's Soccer,66,"Carlin, Tessa",Fr,F,20,,,5,7.00,17.00,33,14,,1,,,,,0,,,,,,,,,,,,2
